census_tract,census_county,hvi
6037242300,Los Angeles County,63.72
6037242600,Los Angeles County,77.12
6037242700,Los Angeles County,60.66
6037243000,Los Angeles County,59.83
6037243100,Los Angeles County,73.13
6037261101,Los Angeles County,10.27
6037261102,Los Angeles County,5.91
6037261200,Los Angeles County,6.00
6037262100,Los Angeles County,5.44
6037262200,Los Angeles County,5.69
6037262301,Los Angeles County,9.83
6037262302,Los Angeles County,11.72
6037262303,Los Angeles County,14.18
6037262400,Los Angeles County,10.09
6037262501,Los Angeles County,17.51
6037262601,Los Angeles County,12.03
6037262604,Los Angeles County,14.66
6037262704,Los Angeles County,17.37
6037262706,Los Angeles County,17.74
6037262802,Los Angeles County,11.64
6037264000,Los Angeles County,17.52
6037264102,Los Angeles County,23.25
6037264103,Los Angeles County,29.50
6037264301,Los Angeles County,29.32
6037264302,Los Angeles County,25.97
6037265100,Los Angeles County,18.76
6037265201,Los Angeles County,28.30
6037265202,Los Angeles County,29.69
6037265301,Los Angeles County,19.63
6037265303,Los Angeles County,39.79
6037265304,Los Angeles County,45.23
6037265305,Los Angeles County,40.76
6037265410,Los Angeles County,22.88
6037265420,Los Angeles County,21.21
6037265510,Los Angeles County,36.29
6037265520,Los Angeles County,27.86
6037265601,Los Angeles County,28.68
6037265602,Los Angeles County,30.22
6037265700,Los Angeles County,25.61
6037267100,Los Angeles County,28.89
6037267200,Los Angeles County,30.72
6037267300,Los Angeles County,37.64
6037267402,Los Angeles County,32.78
6037267403,Los Angeles County,35.03
6037267404,Los Angeles County,32.83
6037267501,Los Angeles County,39.10
6037267502,Los Angeles County,36.84
6037267600,Los Angeles County,30.61
6037267700,Los Angeles County,34.67
6037267800,Los Angeles County,27.79
6037267901,Los Angeles County,24.69
6037267902,Los Angeles County,27.55
6037269000,Los Angeles County,23.91
6037269100,Los Angeles County,31.25
6037269300,Los Angeles County,23.75
6037269500,Los Angeles County,24.43
6037269601,Los Angeles County,42.16
6037269602,Los Angeles County,40.68
6037269700,Los Angeles County,37.15
6037269800,Los Angeles County,36.86
6037269903,Los Angeles County,40.54
6037269904,Los Angeles County,40.23
6037269905,Los Angeles County,40.55
6037269906,Los Angeles County,39.03
6037269907,Los Angeles County,38.69
6037270100,Los Angeles County,40.56
6037270200,Los Angeles County,39.36
6037270300,Los Angeles County,38.68
6037271100,Los Angeles County,26.25
6037271200,Los Angeles County,34.75
6037271300,Los Angeles County,26.91
6037271400,Los Angeles County,27.84
6037271500,Los Angeles County,28.25
6037271600,Los Angeles County,32.37
6037271701,Los Angeles County,32.32
6037271702,Los Angeles County,38.26
6037271801,Los Angeles County,39.62
6037271802,Los Angeles County,39.91
6037271901,Los Angeles County,34.38
6037271902,Los Angeles County,32.55
6037272100,Los Angeles County,31.43
6037272201,Los Angeles County,40.69
6037272202,Los Angeles County,40.48
6037272301,Los Angeles County,34.83
6037272302,Los Angeles County,42.95
6037273100,Los Angeles County,29.32
6037273200,Los Angeles County,38.07
6037273300,Los Angeles County,36.16
6037273402,Los Angeles County,36.66
6037273502,Los Angeles County,35.56
6037273600,Los Angeles County,31.74
6037273700,Los Angeles County,29.88
6037273800,Los Angeles County,31.55
6037273902,Los Angeles County,30.69
6037274100,Los Angeles County,35.77
6037274202,Los Angeles County,35.66
6037275101,Los Angeles County,30.80
6037275102,Los Angeles County,38.55
6037275200,Los Angeles County,42.78
6037275302,Los Angeles County,29.55
6037275311,Los Angeles County,32.69
6037275400,Los Angeles County,32.91
6037275500,Los Angeles County,45.32
6037275602,Los Angeles County,26.71
6037275603,Los Angeles County,36.36
6037276000,Los Angeles County,29.38
6037276100,Los Angeles County,34.17
6037276400,Los Angeles County,30.41
6037276500,Los Angeles County,26.48
6037276601,Los Angeles County,25.34
6037276603,Los Angeles County,29.22
6037276604,Los Angeles County,31.54
6037277000,Los Angeles County,28.54
6037277100,Los Angeles County,30.48
6037277200,Los Angeles County,40.89
6037277400,Los Angeles County,38.74
6037278001,Los Angeles County,36.45
6037278102,Los Angeles County,24.91
6037291110,Los Angeles County,51.49
6037291120,Los Angeles County,50.79
6037291130,Los Angeles County,47.21
6037291210,Los Angeles County,52.18
6037291220,Los Angeles County,55.40
6037291300,Los Angeles County,38.67
6037292000,Los Angeles County,52.82
6037293201,Los Angeles County,44.21
6037293202,Los Angeles County,52.59
6037293301,Los Angeles County,33.38
6037293302,Los Angeles County,39.64
6037293304,Los Angeles County,44.81
6037293306,Los Angeles County,37.84
6037293307,Los Angeles County,47.36
6037294110,Los Angeles County,44.98
6037294120,Los Angeles County,56.97
6037294200,Los Angeles County,49.52
6037294301,Los Angeles County,45.80
6037294302,Los Angeles County,51.07
6037294410,Los Angeles County,45.16
6037294421,Los Angeles County,51.98
6037294510,Los Angeles County,58.76
6037294520,Los Angeles County,56.87
6037294610,Los Angeles County,57.63
6037294620,Los Angeles County,58.05
6037294701,Los Angeles County,66.25
6037294810,Los Angeles County,67.06
6037294820,Los Angeles County,70.69
6037294830,Los Angeles County,62.37
6037294900,Los Angeles County,59.68
6037295103,Los Angeles County,28.63
6037296210,Los Angeles County,60.29
6037296220,Los Angeles County,62.17
6037296300,Los Angeles County,30.48
6037296401,Los Angeles County,31.58
6037296402,Los Angeles County,34.28
6037296500,Los Angeles County,53.69
6037296600,Los Angeles County,61.97
6037296901,Los Angeles County,60.19
6037296902,Los Angeles County,52.87
6037297000,Los Angeles County,35.00
6037297110,Los Angeles County,66.39
6037297120,Los Angeles County,59.90
6037297201,Los Angeles County,50.74
6037297202,Los Angeles County,46.13
6037297300,Los Angeles County,34.60
6037297400,Los Angeles County,27.11
6037297500,Los Angeles County,38.11
6037297601,Los Angeles County,40.91
6037297602,Los Angeles County,44.35
6037300100,Los Angeles County,15.10
6037300200,Los Angeles County,28.29
6037300301,Los Angeles County,21.91
6037300400,Los Angeles County,27.35
6037300501,Los Angeles County,27.96
6037300502,Los Angeles County,27.35
6037300600,Los Angeles County,28.11
6037300701,Los Angeles County,13.58
6037300702,Los Angeles County,16.78
6037300800,Los Angeles County,22.16
6037300901,Los Angeles County,13.86
6037300902,Los Angeles County,10.25
6037301000,Los Angeles County,30.18
6037301100,Los Angeles County,34.53
6037301203,Los Angeles County,36.93
6037301204,Los Angeles County,44.99
6037301205,Los Angeles County,28.59
6037301206,Los Angeles County,42.68
6037301300,Los Angeles County,22.01
6037301400,Los Angeles County,23.88
6037301501,Los Angeles County,33.56
6037301502,Los Angeles County,51.31
6037301601,Los Angeles County,50.57
6037301602,Los Angeles County,40.19
6037301701,Los Angeles County,39.23
6037301702,Los Angeles County,43.12
6037301801,Los Angeles County,44.61
6037301802,Los Angeles County,47.79
6037301900,Los Angeles County,45.78
6037302002,Los Angeles County,47.98
6037302003,Los Angeles County,54.23
6037302004,Los Angeles County,49.33
6037302102,Los Angeles County,40.98
6037302103,Los Angeles County,54.33
6037302104,Los Angeles County,41.96
6037302201,Los Angeles County,64.02
6037302202,Los Angeles County,58.12
6037302301,Los Angeles County,51.69
6037302302,Los Angeles County,60.42
6037302401,Los Angeles County,60.64
6037302503,Los Angeles County,57.67
6037302504,Los Angeles County,62.54
6037302505,Los Angeles County,58.53
6037302506,Los Angeles County,41.47
6037310100,Los Angeles County,18.83
6037310201,Los Angeles County,32.46
6037310202,Los Angeles County,34.41
6037310300,Los Angeles County,26.55
6037310400,Los Angeles County,32.75
6037310501,Los Angeles County,39.90
6037310601,Los Angeles County,39.19
6037310602,Los Angeles County,30.74
6037310701,Los Angeles County,42.10
6037310702,Los Angeles County,45.62
6037310703,Los Angeles County,42.85
6037310800,Los Angeles County,37.61
6037310900,Los Angeles County,32.31
6037311000,Los Angeles County,31.38
6037311100,Los Angeles County,33.16
6037311200,Los Angeles County,33.26
6037311300,Los Angeles County,33.17
6037311400,Los Angeles County,29.50
6037311500,Los Angeles County,30.46
6037311600,Los Angeles County,31.16
6037311700,Los Angeles County,32.70
6037311801,Los Angeles County,39.24
6037311802,Los Angeles County,46.29
6037320000,Los Angeles County,
6037320100,Los Angeles County,43.97
6037320201,Los Angeles County,54.67
6037320202,Los Angeles County,46.63
6037320300,Los Angeles County,54.67
6037400204,Los Angeles County,20.04
6037400205,Los Angeles County,16.64
6037400206,Los Angeles County,23.23
6037400207,Los Angeles County,21.15
6037400302,Los Angeles County,30.52
6037400304,Los Angeles County,30.64
6037400402,Los Angeles County,19.57
6037400403,Los Angeles County,20.81
6037400404,Los Angeles County,22.20
6037400501,Los Angeles County,15.58
6037400602,Los Angeles County,45.32
6037400603,Los Angeles County,31.69
6037400604,Los Angeles County,37.56
6037400800,Los Angeles County,34.72
6037400900,Los Angeles County,31.00
6037401001,Los Angeles County,23.03
6037401002,Los Angeles County,29.72
6037401101,Los Angeles County,35.34
6037401102,Los Angeles County,35.82
6037401201,Los Angeles County,26.31
6037401202,Los Angeles County,30.40
6037401203,Los Angeles County,34.03
6037401303,Los Angeles County,19.94
6037401304,Los Angeles County,20.39
6037401311,Los Angeles County,26.36
6037401312,Los Angeles County,30.36
6037401500,Los Angeles County,28.98
6037401601,Los Angeles County,29.39
6037401602,Los Angeles County,31.83
6037401603,Los Angeles County,30.42
6037401701,Los Angeles County,30.27
6037401703,Los Angeles County,35.84
6037401704,Los Angeles County,42.49
6037401800,Los Angeles County,25.91
6037401901,Los Angeles County,30.27
6037401902,Los Angeles County,22.75
6037402001,Los Angeles County,33.65
6037402002,Los Angeles County,31.57
6037402101,Los Angeles County,46.19
6037402102,Los Angeles County,41.63
6037402200,Los Angeles County,34.13
6037402301,Los Angeles County,46.63
6037402303,Los Angeles County,50.83
6037402304,Los Angeles County,56.59
6037402402,Los Angeles County,35.62
6037402403,Los Angeles County,31.07
6037402404,Los Angeles County,19.35
6037402405,Los Angeles County,48.39
6037402406,Los Angeles County,46.93
6037402501,Los Angeles County,52.49
6037402502,Los Angeles County,53.43
6037402600,Los Angeles County,47.60
6037402702,Los Angeles County,60.08
6037402703,Los Angeles County,39.71
6037402705,Los Angeles County,44.05
6037402706,Los Angeles County,41.06
6037402801,Los Angeles County,54.42
6037402803,Los Angeles County,51.50
6037402804,Los Angeles County,52.44
6037402902,Los Angeles County,48.62
6037402903,Los Angeles County,47.05
6037402904,Los Angeles County,44.70
6037403000,Los Angeles County,46.71
6037403200,Los Angeles County,47.67
6037403303,Los Angeles County,28.69
6037403304,Los Angeles County,22.52
6037403305,Los Angeles County,13.62
6037403312,Los Angeles County,21.62
6037403316,Los Angeles County,23.55
6037403317,Los Angeles County,19.67
6037403318,Los Angeles County,31.38
6037403319,Los Angeles County,22.28
6037403320,Los Angeles County,19.27
6037403321,Los Angeles County,18.20
6037403322,Los Angeles County,23.67
6037403323,Los Angeles County,23.64
6037403324,Los Angeles County,14.96
6037403325,Los Angeles County,19.01
6037403401,Los Angeles County,27.19
6037403402,Los Angeles County,29.27
6037403403,Los Angeles County,19.99
6037403404,Los Angeles County,23.57
6037403405,Los Angeles County,14.09
6037403406,Los Angeles County,27.44
6037403407,Los Angeles County,14.25
6037403408,Los Angeles County,24.53
6037403500,Los Angeles County,20.00
6037403600,Los Angeles County,30.01
6037403702,Los Angeles County,32.33
6037403703,Los Angeles County,29.43
6037403721,Los Angeles County,34.86
6037403722,Los Angeles County,42.90
6037403801,Los Angeles County,35.90
6037403802,Los Angeles County,35.89
6037403901,Los Angeles County,35.15
6037403902,Los Angeles County,36.40
6037404000,Los Angeles County,36.11
6037404100,Los Angeles County,42.89
6037404201,Los Angeles County,50.70
6037404202,Los Angeles County,43.12
6037404301,Los Angeles County,48.36
6037404302,Los Angeles County,40.75
6037404401,Los Angeles County,43.87
6037404402,Los Angeles County,41.50
6037404501,Los Angeles County,42.19
6037404503,Los Angeles County,42.05
6037404504,Los Angeles County,48.42
6037404600,Los Angeles County,38.52
6037404701,Los Angeles County,50.88
6037404702,Los Angeles County,50.99
6037404703,Los Angeles County,51.11
6037404801,Los Angeles County,47.58
6037404802,Los Angeles County,49.36
6037404803,Los Angeles County,46.40
6037404901,Los Angeles County,45.35
6037404902,Los Angeles County,46.64
6037404903,Los Angeles County,45.60
6037405001,Los Angeles County,45.27
6037405002,Los Angeles County,48.16
6037405101,Los Angeles County,46.83
6037405102,Los Angeles County,53.52
6037405201,Los Angeles County,45.60
6037405202,Los Angeles County,45.71
6037405203,Los Angeles County,37.56
6037405301,Los Angeles County,38.22
6037405302,Los Angeles County,36.49
6037405400,Los Angeles County,34.45
6037405500,Los Angeles County,37.81
6037405600,Los Angeles County,33.22
6037405701,Los Angeles County,39.54
6037405702,Los Angeles County,42.18
6037405800,Los Angeles County,38.42
6037405900,Los Angeles County,37.43
6037406000,Los Angeles County,34.36
6037406101,Los Angeles County,35.53
6037406102,Los Angeles County,40.81
6037406200,Los Angeles County,45.66
6037406300,Los Angeles County,25.54
6037406402,Los Angeles County,30.61
6037406411,Los Angeles County,36.95
6037406412,Los Angeles County,31.78
6037406500,Los Angeles County,33.99
6037406601,Los Angeles County,31.91
6037406602,Los Angeles County,37.50
6037406701,Los Angeles County,34.91
6037406702,Los Angeles County,40.97
6037406800,Los Angeles County,37.18
6037406901,Los Angeles County,40.40
6037406902,Los Angeles County,40.16
6037407001,Los Angeles County,39.97
6037407002,Los Angeles County,43.14
6037407101,Los Angeles County,42.53
6037407102,Los Angeles County,43.30
6037407200,Los Angeles County,49.05
6037407301,Los Angeles County,44.53
6037407302,Los Angeles County,45.46
6037407400,Los Angeles County,32.84
6037407501,Los Angeles County,45.62
6037407502,Los Angeles County,42.51
6037407601,Los Angeles County,50.67
6037407602,Los Angeles County,45.26
6037407701,Los Angeles County,55.23
6037407702,Los Angeles County,43.86
6037407801,Los Angeles County,41.16
6037407802,Los Angeles County,42.28
6037407900,Los Angeles County,38.83
6037408003,Los Angeles County,33.02
6037408004,Los Angeles County,32.32
6037408005,Los Angeles County,26.53
6037408006,Los Angeles County,24.84
6037408133,Los Angeles County,40.66
6037408134,Los Angeles County,29.42
6037408135,Los Angeles County,30.62
6037408136,Los Angeles County,32.94
6037408137,Los Angeles County,36.26
6037408138,Los Angeles County,51.69
6037408139,Los Angeles County,50.10
6037408140,Los Angeles County,45.92
6037408141,Los Angeles County,42.55
6037408202,Los Angeles County,37.05
6037408211,Los Angeles County,43.49
6037408212,Los Angeles County,34.47
6037408301,Los Angeles County,45.97
6037408302,Los Angeles County,35.03
6037408303,Los Angeles County,32.02
6037408401,Los Angeles County,38.59
6037408402,Los Angeles County,29.87
6037408501,Los Angeles County,43.63
6037408503,Los Angeles County,25.77
6037408504,Los Angeles County,36.75
6037408505,Los Angeles County,29.80
6037408623,Los Angeles County,38.08
6037408624,Los Angeles County,34.48
6037408625,Los Angeles County,28.92
6037408626,Los Angeles County,32.99
6037408627,Los Angeles County,24.86
6037408628,Los Angeles County,34.47
6037408629,Los Angeles County,25.89
6037408630,Los Angeles County,39.09
6037408631,Los Angeles County,40.29
6037408703,Los Angeles County,16.26
6037408704,Los Angeles County,44.73
6037408705,Los Angeles County,31.62
6037408706,Los Angeles County,22.81
6037408722,Los Angeles County,29.09
6037408723,Los Angeles County,36.30
6037408724,Los Angeles County,47.79
6037408800,Los Angeles County,55.41
6037430002,Los Angeles County,38.80
6037430003,Los Angeles County,23.77
6037430101,Los Angeles County,44.11
6037430102,Los Angeles County,43.29
6037430200,Los Angeles County,13.13
6037430301,Los Angeles County,17.92
6037430302,Los Angeles County,28.99
6037430400,Los Angeles County,21.70
6037430501,Los Angeles County,11.20
6037430502,Los Angeles County,20.42
6037430600,Los Angeles County,21.50
6037430701,Los Angeles County,22.00
6037430721,Los Angeles County,28.46
6037430723,Los Angeles County,32.44
6037430724,Los Angeles County,34.88
6037430801,Los Angeles County,34.35
6037430802,Los Angeles County,27.26
6037430803,Los Angeles County,25.35
6037430901,Los Angeles County,37.25
6037430902,Los Angeles County,34.17
6037431001,Los Angeles County,36.14
6037431002,Los Angeles County,29.80
6037431100,Los Angeles County,37.67
6037431200,Los Angeles County,37.34
6037431300,Los Angeles County,27.84
6037431400,Los Angeles County,31.21
6037431501,Los Angeles County,37.94
6037431502,Los Angeles County,29.13
6037431600,Los Angeles County,26.74
6037431700,Los Angeles County,28.44
6037431800,Los Angeles County,32.45
6037431900,Los Angeles County,34.98
6037432000,Los Angeles County,28.97
6037432101,Los Angeles County,33.16
6037432102,Los Angeles County,30.75
6037432201,Los Angeles County,40.64
6037432202,Los Angeles County,42.68
6037432300,Los Angeles County,37.57
6037432401,Los Angeles County,49.27
6037432402,Los Angeles County,49.10
6037432500,Los Angeles County,43.82
6037432601,Los Angeles County,50.57
6037432602,Los Angeles County,43.16
6037432700,Los Angeles County,48.55
6037432801,Los Angeles County,65.30
6037432802,Los Angeles County,57.46
6037432901,Los Angeles County,38.28
6037432902,Los Angeles County,37.44
6037433101,Los Angeles County,50.00
6037433102,Los Angeles County,58.68
6037433200,Los Angeles County,50.07
6037433302,Los Angeles County,63.19
6037433304,Los Angeles County,58.93
6037433305,Los Angeles County,56.97
6037433306,Los Angeles County,57.00
6037433307,Los Angeles County,50.56
6037433401,Los Angeles County,52.35
6037433402,Los Angeles County,57.46
6037433403,Los Angeles County,54.62
6037433501,Los Angeles County,64.42
6037433503,Los Angeles County,56.27
6037433504,Los Angeles County,59.42
6037433601,Los Angeles County,41.31
6037433602,Los Angeles County,51.40
6037433700,Los Angeles County,47.19
6037433801,Los Angeles County,59.27
6037433802,Los Angeles County,42.96
6037433901,Los Angeles County,62.26
6037433902,Los Angeles County,44.30
6037434001,Los Angeles County,48.61
6037434003,Los Angeles County,47.62
6037434004,Los Angeles County,49.98
6037460000,Los Angeles County,18.90
6037460100,Los Angeles County,17.53
6037460200,Los Angeles County,21.18
6037460301,Los Angeles County,19.26
6037460302,Los Angeles County,29.87
6037460401,Los Angeles County,25.81
6037460501,Los Angeles County,11.54
6037460502,Los Angeles County,15.91
6037460600,Los Angeles County,10.55
6037460700,Los Angeles County,10.88
6037460800,Los Angeles County,8.34
6037460900,Los Angeles County,38.99
6037461000,Los Angeles County,35.02
6037461100,Los Angeles County,31.35
6037461200,Los Angeles County,20.71
6037461300,Los Angeles County,31.21
6037461400,Los Angeles County,31.95
6037461501,Los Angeles County,28.82
6037461502,Los Angeles County,40.74
6037461600,Los Angeles County,45.29
6037461700,Los Angeles County,23.67
6037461901,Los Angeles County,40.86
6037461902,Los Angeles County,40.45
6037462001,Los Angeles County,40.99
6037462002,Los Angeles County,49.38
6037462100,Los Angeles County,39.07
6037462201,Los Angeles County,42.45
6037462202,Los Angeles County,36.21
6037462301,Los Angeles County,35.64
6037462302,Los Angeles County,34.56
6037462400,Los Angeles County,30.85
6037462500,Los Angeles County,26.10
6037462600,Los Angeles County,25.06
6037462700,Los Angeles County,29.07
6037462800,Los Angeles County,30.64
6037462900,Los Angeles County,25.75
6037463000,Los Angeles County,23.58
6037463101,Los Angeles County,30.40
6037463102,Los Angeles County,28.58
6037463200,Los Angeles County,27.08
6037463300,Los Angeles County,22.91
6037463400,Los Angeles County,28.09
6037463500,Los Angeles County,31.17
6037463601,Los Angeles County,30.35
6037463602,Los Angeles County,32.14
6037463700,Los Angeles County,22.25
6037463800,Los Angeles County,15.49
6037463900,Los Angeles County,19.66
6037464000,Los Angeles County,20.96
6037464100,Los Angeles County,15.44
6037464200,Los Angeles County,21.50
6037480002,Los Angeles County,25.35
6037480011,Los Angeles County,35.28
6037480012,Los Angeles County,29.54
6037480101,Los Angeles County,29.04
6037480102,Los Angeles County,33.01
6037480201,Los Angeles County,24.13
6037480202,Los Angeles County,22.60
6037480302,Los Angeles County,37.67
6037480303,Los Angeles County,40.75
6037480304,Los Angeles County,51.09
6037480400,Los Angeles County,31.99
6037480500,Los Angeles County,19.85
6037480600,Los Angeles County,23.77
6037480702,Los Angeles County,19.12
6037480703,Los Angeles County,20.08
6037480704,Los Angeles County,27.67
6037480802,Los Angeles County,37.70
6037480803,Los Angeles County,36.83
6037480804,Los Angeles County,35.10
6037480901,Los Angeles County,37.84
6037480902,Los Angeles County,45.37
6037480903,Los Angeles County,44.86
6037481001,Los Angeles County,41.27
6037481002,Los Angeles County,40.40
6037481101,Los Angeles County,35.52
6037481102,Los Angeles County,40.27
6037481103,Los Angeles County,38.73
6037481201,Los Angeles County,34.98
6037481202,Los Angeles County,36.10
6037481300,Los Angeles County,39.94
6037481401,Los Angeles County,43.55
6037481402,Los Angeles County,41.87
6037481500,Los Angeles County,42.12
6037481603,Los Angeles County,41.82
6037481604,Los Angeles County,41.76
6037481605,Los Angeles County,41.22
6037481606,Los Angeles County,41.33
6037481711,Los Angeles County,50.85
6037481712,Los Angeles County,47.15
6037481713,Los Angeles County,43.58
6037481714,Los Angeles County,55.04
6037481800,Los Angeles County,32.46
6037481901,Los Angeles County,34.36
6037481902,Los Angeles County,34.20
6037482001,Los Angeles County,31.28
6037482002,Los Angeles County,36.38
6037482101,Los Angeles County,40.05
6037482102,Los Angeles County,31.25
6037482201,Los Angeles County,44.15
6037482202,Los Angeles County,44.79
6037482301,Los Angeles County,47.30
6037482303,Los Angeles County,46.02
6037482304,Los Angeles County,51.18
6037482401,Los Angeles County,44.35
6037482402,Los Angeles County,39.33
6037482502,Los Angeles County,51.24
6037482503,Los Angeles County,47.43
6037482521,Los Angeles County,38.90
6037482522,Los Angeles County,33.04
6037482600,Los Angeles County,32.24
6037482701,Los Angeles County,37.43
6037482702,Los Angeles County,36.32
6037482800,Los Angeles County,33.33
6037500100,Los Angeles County,19.72
6037500201,Los Angeles County,21.84
6037500202,Los Angeles County,22.63
6037500300,Los Angeles County,28.31
6037500402,Los Angeles County,55.04
6037500403,Los Angeles County,41.85
6037500404,Los Angeles County,41.13
6037500500,Los Angeles County,50.03
6037500600,Los Angeles County,54.32
6037500700,Los Angeles County,42.94
6037500800,Los Angeles County,44.51
6037500900,Los Angeles County,48.61
6037501001,Los Angeles County,46.17
6037501002,Los Angeles County,39.87
6037501200,Los Angeles County,39.72
6037501300,Los Angeles County,39.48
6037501400,Los Angeles County,46.35
6037501501,Los Angeles County,24.01
6037501503,Los Angeles County,41.52
6037501504,Los Angeles County,52.39
6037501600,Los Angeles County,30.91
6037501700,Los Angeles County,35.52
6037501802,Los Angeles County,40.07
6037501803,Los Angeles County,57.65
6037501804,Los Angeles County,51.04
6037501900,Los Angeles County,35.69
6037502003,Los Angeles County,43.73
6037502004,Los Angeles County,49.58
6037502005,Los Angeles County,41.45
6037502100,Los Angeles County,43.50
6037502200,Los Angeles County,45.42
6037502301,Los Angeles County,48.48
6037502302,Los Angeles County,55.04
6037502401,Los Angeles County,46.34
6037502402,Los Angeles County,43.15
6037502500,Los Angeles County,51.00
6037502601,Los Angeles County,39.86
6037502602,Los Angeles County,46.92
6037502700,Los Angeles County,42.12
6037502801,Los Angeles County,37.41
6037502802,Los Angeles County,53.64
6037502901,Los Angeles County,41.15
6037502902,Los Angeles County,51.90
6037503000,Los Angeles County,48.34
6037503103,Los Angeles County,38.30
6037503104,Los Angeles County,43.82
6037503105,Los Angeles County,39.97
6037503106,Los Angeles County,44.73
6037503201,Los Angeles County,39.79
6037503202,Los Angeles County,41.57
6037503301,Los Angeles County,32.38
6037503302,Los Angeles County,39.26
6037503401,Los Angeles County,35.39
6037503402,Los Angeles County,34.67
6037503501,Los Angeles County,41.83
6037503502,Los Angeles County,38.18
6037503601,Los Angeles County,28.19
6037503602,Los Angeles County,27.61
6037503701,Los Angeles County,39.36
6037503702,Los Angeles County,36.09
6037503703,Los Angeles County,31.04
6037503801,Los Angeles County,30.46
6037503802,Los Angeles County,35.25
6037503901,Los Angeles County,34.54
6037503902,Los Angeles County,32.76
6037504001,Los Angeles County,28.87
6037504002,Los Angeles County,33.83
6037504101,Los Angeles County,42.36
6037504102,Los Angeles County,
6037530003,Los Angeles County,35.15
6037530004,Los Angeles County,42.33
6037530005,Los Angeles County,37.85
6037530006,Los Angeles County,48.18
6037530101,Los Angeles County,51.19
6037530102,Los Angeles County,50.70
6037530202,Los Angeles County,39.64
6037530203,Los Angeles County,47.13
6037530204,Los Angeles County,48.48
6037530301,Los Angeles County,61.06
6037530302,Los Angeles County,52.37
6037530400,Los Angeles County,49.96
6037530500,Los Angeles County,61.36
6037530601,Los Angeles County,48.90
6037530602,Los Angeles County,41.95
6037530700,Los Angeles County,50.80
6037530801,Los Angeles County,53.57
6037530802,Los Angeles County,48.56
6037530901,Los Angeles County,55.07
6037530902,Los Angeles County,62.92
6037531000,Los Angeles County,52.49
6037531101,Los Angeles County,58.61
6037531102,Los Angeles County,61.57
6037531201,Los Angeles County,56.51
6037531202,Los Angeles County,62.83
6037531301,Los Angeles County,61.00
6037531302,Los Angeles County,62.79
6037531502,Los Angeles County,59.75
6037531503,Los Angeles County,58.56
6037531504,Los Angeles County,58.64
6037531602,Los Angeles County,62.18
6037531603,Los Angeles County,56.01
6037531604,Los Angeles County,62.16
6037531701,Los Angeles County,58.99
6037531702,Los Angeles County,62.08
6037531800,Los Angeles County,56.90
6037531901,Los Angeles County,57.57
6037531902,Los Angeles County,50.28
6037532001,Los Angeles County,52.36
6037532002,Los Angeles County,55.62
6037532101,Los Angeles County,55.46
6037532102,Los Angeles County,43.80
6037532200,Los Angeles County,47.99
6037532302,Los Angeles County,53.76
6037532303,Los Angeles County,48.69
6037532304,Los Angeles County,53.94
6037532400,Los Angeles County,52.37
6037532500,Los Angeles County,58.71
6037532603,Los Angeles County,58.80
6037532604,Los Angeles County,62.49
6037532605,Los Angeles County,68.80
6037532606,Los Angeles County,68.35
6037532700,Los Angeles County,61.96
6037532800,Los Angeles County,70.06
6037532900,Los Angeles County,71.04
6037533001,Los Angeles County,66.10
6037533002,Los Angeles County,64.98
6037533103,Los Angeles County,66.12
6037533104,Los Angeles County,78.78
6037533105,Los Angeles County,63.34
6037533106,Los Angeles County,59.74
6037533107,Los Angeles County,61.80
6037533201,Los Angeles County,59.35
6037533202,Los Angeles County,53.61
6037533203,Los Angeles County,55.89
6037533300,Los Angeles County,62.17
6037533401,Los Angeles County,54.28
6037533402,Los Angeles County,55.03
6037533403,Los Angeles County,59.90
6037533501,Los Angeles County,58.91
6037533502,Los Angeles County,57.49
6037533503,Los Angeles County,60.23
6037533601,Los Angeles County,53.22
6037533602,Los Angeles County,56.48
6037533603,Los Angeles County,56.80
6037533701,Los Angeles County,60.07
6037533702,Los Angeles County,58.25
6037533703,Los Angeles County,56.64
6037533803,Los Angeles County,56.75
6037533804,Los Angeles County,52.04
6037533805,Los Angeles County,52.34
6037533806,Los Angeles County,56.59
6037533901,Los Angeles County,50.00
6037533902,Los Angeles County,48.07
6037534001,Los Angeles County,55.20
6037534002,Los Angeles County,45.22
6037534101,Los Angeles County,53.08
6037534102,Los Angeles County,58.97
6037534201,Los Angeles County,58.45
6037534202,Los Angeles County,57.26
6037534203,Los Angeles County,56.08
6037534301,Los Angeles County,62.40
6037534302,Los Angeles County,55.91
6037534403,Los Angeles County,53.24
6037534404,Los Angeles County,59.01
6037534405,Los Angeles County,58.19
6037534406,Los Angeles County,56.15
6037534501,Los Angeles County,49.90
6037534502,Los Angeles County,53.76
6037534700,Los Angeles County,51.70
6037534802,Los Angeles County,57.32
6037534803,Los Angeles County,57.16
6037534804,Los Angeles County,53.59
6037534900,Los Angeles County,62.20
6037535001,Los Angeles County,65.37
6037535002,Los Angeles County,68.07
6037535101,Los Angeles County,62.28
6037535102,Los Angeles County,63.58
6037535200,Los Angeles County,62.68
6037535300,Los Angeles County,60.80
6037535400,Los Angeles County,66.59
6037535501,Los Angeles County,57.59
6037535502,Los Angeles County,50.99
6037535503,Los Angeles County,57.68
6037535603,Los Angeles County,52.81
6037535604,Los Angeles County,55.48
6037535605,Los Angeles County,59.30
6037535606,Los Angeles County,57.34
6037535607,Los Angeles County,48.03
6037535701,Los Angeles County,46.96
